 LN(EARNINGS/WK)   EDUC (YEARS)     EXP(YEARS)         AGE              FED             MED            KWW             IQ              WHITE
  6.0870194e+000  1.7000000e+001  1.1000000e+001  3.4000000e+001  1.8000000e+001  1.7000000e+001  4.1000000e+001  1.1300000e+002  1.0000000e+000
  5.2390308e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  7.0000000e+000  8.0000000e+000  3.7000000e+001  9.2000000e+001  1.0000000e+000
  5.4807093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.2000000e+001  9.0000000e+000  4.4000000e+001  1.2700000e+002  1.0000000e+000
  6.1758528e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  6.0000000e+000  4.4000000e+001  1.0900000e+002  1.0000000e+000
  5.9527093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  8.0000000e+000  1.0000000e+001  4.2000000e+001  9.7000000e+001  1.0000000e+000
  5.8467093e+000  1.1000000e+001  1.3000000e+001  3.0000000e+001  1.0000000e+001  0.0000000e+000  3.0000000e+001  6.6000000e+001  1.0000000e+000
  6.3578528e+000  1.6000000e+001  1.3000000e+001  3.5000000e+001  1.4000000e+001  1.6000000e+001  4.6000000e+001  1.0900000e+002  1.0000000e+000
  6.3664994e+000  1.6000000e+001  1.2000000e+001  3.4000000e+001  1.4000000e+001  4.0000000e+000  4.3000000e+001  1.0900000e+002  1.0000000e+000
  5.6797093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  0.0000000e+000  3.6000000e+001  1.0400000e+002  1.0000000e+000
  5.8467093e+000  1.3000000e+001  1.5000000e+001  3.4000000e+001  8.0000000e+000  8.0000000e+000  4.4000000e+001  8.5000000e+001  1.0000000e+000
  5.6347093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  4.0000000e+000  8.0000000e+000  2.6000000e+001  8.1000000e+001  1.0000000e+000
  5.9657093e+000  9.0000000e+000  2.2000000e+001  3.7000000e+001  4.0000000e+000  5.0000000e+000  1.2000000e+001  8.7000000e+001  1.0000000e+000
  6.2537093e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  7.8000000e+001  1.0000000e+000
  5.8857093e+000  1.4000000e+001  1.1000000e+001  3.1000000e+001  1.2000000e+001  1.2000000e+001  3.7000000e+001  5.4000000e+001  1.0000000e+000
  5.8037093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  3.3000000e+001  9.8000000e+001  1.0000000e+000
  5.9917093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  1.2000000e+001  3.4000000e+001  9.8000000e+001  1.0000000e+000
  5.8017093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.6000000e+001  2.9000000e+001  1.0500000e+002  1.0000000e+000
  5.3940194e+000  1.3000000e+001  1.2000000e+001  3.1000000e+001  0.0000000e+000  1.2000000e+001  2.5000000e+001  8.7000000e+001  1.0000000e+000
  6.1357093e+000  1.3000000e+001  9.0000000e+000  2.8000000e+001  1.2000000e+001  1.2000000e+001  2.5000000e+001  1.1700000e+002  1.0000000e+000
  6.2581630e+000  1.5000000e+001  8.0000000e+000  2.9000000e+001  1.2000000e+001  1.2000000e+001  3.0000000e+001  8.5000000e+001  1.0000000e+000
  5.6347093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  0.0000000e+000  8.0000000e+000  3.5000000e+001  8.2000000e+001  1.0000000e+000
  6.6454923e+000  1.8000000e+001  8.0000000e+000  3.2000000e+001  0.0000000e+000  1.2000000e+001  3.9000000e+001  1.1400000e+002  1.0000000e+000
  5.0750272e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.2000000e+001  1.1000000e+001  2.1000000e+001  6.5000000e+001  0.0000000e+000
  6.8690308e+000  1.8000000e+001  1.0000000e+001  3.4000000e+001  1.2000000e+001  1.2000000e+001  4.8000000e+001  1.0500000e+002  1.0000000e+000
  6.2801744e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  7.0000000e+000  7.0000000e+000  2.0000000e+001  9.2000000e+001  1.0000000e+000
  6.8280272e+000  1.3000000e+001  1.0000000e+001  2.9000000e+001  1.2000000e+001  1.2000000e+001  2.3000000e+001  1.0700000e+002  1.0000000e+000
  6.4227093e+000  1.7000000e+001  1.4000000e+001  3.7000000e+001  1.6000000e+001  1.2000000e+001  4.1000000e+001  1.1100000e+002  1.0000000e+000
  5.3147093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  0.0000000e+000  3.8000000e+001  7.3000000e+001  0.0000000e+000
  6.2947093e+000  1.7000000e+001  1.2000000e+001  3.5000000e+001  1.6000000e+001  1.6000000e+001  4.9000000e+001  1.1900000e+002  1.0000000e+000
  5.9911779e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  9.7000000e+001  1.0000000e+000
  5.9527093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  1.0000000e+001  1.0000000e+001  3.4000000e+001  1.1000000e+002  1.0000000e+000
  6.3100194e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  1.2000000e+001  1.2000000e+001  3.2000000e+001  9.6000000e+001  1.0000000e+000
  5.9817093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  8.0000000e+000  8.0000000e+000  2.3000000e+001  6.7000000e+001  0.0000000e+000
  5.8917093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  3.1000000e+001  1.0200000e+002  1.0000000e+000
  6.2331630e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  2.0000000e+000  0.0000000e+000  2.2000000e+001  6.4000000e+001  1.0000000e+000
  6.4357093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  8.0000000e+000  8.0000000e+000  3.2000000e+001  1.0300000e+002  1.0000000e+000
  6.2627093e+000  1.0000000e+001  1.6000000e+001  3.2000000e+001  8.0000000e+000  1.2000000e+001  3.9000000e+001  1.1800000e+002  1.0000000e+000
  5.9117093e+000  1.4000000e+001  1.5000000e+001  3.5000000e+001  0.0000000e+000  7.0000000e+000  3.6000000e+001  1.1800000e+002  0.0000000e+000
  5.8627093e+000  1.8000000e+001  7.0000000e+000  3.1000000e+001  1.3000000e+001  1.3000000e+001  4.1000000e+001  1.1800000e+002  1.0000000e+000
  5.2987056e+000  1.3000000e+001  1.9000000e+001  3.8000000e+001  1.0000000e+001  1.2000000e+001  3.7000000e+001  7.5000000e+001  1.0000000e+000
  6.2628528e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  1.0000000e+001  1.2000000e+001  4.5000000e+001  1.1200000e+002  1.0000000e+000
  5.3937093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.0000000e+001  1.2000000e+001  2.0000000e+001  9.5000000e+001  1.0000000e+000
  6.1657093e+000  1.7000000e+001  1.1000000e+001  3.4000000e+001  1.4000000e+001  1.2000000e+001  3.8000000e+001  1.1900000e+002  1.0000000e+000
  5.6350308e+000  1.4000000e+001  1.7000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  3.5000000e+001  9.4000000e+001  1.0000000e+000
  6.1737093e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  7.0000000e+000  6.0000000e+000  2.7000000e+001  1.0300000e+002  1.0000000e+000
  6.0831630e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.7000000e+001  1.4000000e+001  3.6000000e+001  9.0000000e+001  1.0000000e+000
  6.3067093e+000  1.8000000e+001  1.2000000e+001  3.6000000e+001  1.2000000e+001  1.6000000e+001  5.0000000e+001  1.2800000e+002  1.0000000e+000
  5.2881630e+000  1.3000000e+001  1.9000000e+001  3.8000000e+001  8.0000000e+000  1.2000000e+001  4.4000000e+001  1.1000000e+002  0.0000000e+000
  6.2307093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  8.4000000e+001  1.0000000e+000
  6.5967093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  8.0000000e+000  3.8000000e+001  9.7000000e+001  1.0000000e+000
  5.8957093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  7.0000000e+000  1.2000000e+001  3.4000000e+001  1.0200000e+002  1.0000000e+000
  6.5487093e+000  1.8000000e+001  9.0000000e+000  3.3000000e+001  1.2000000e+001  1.2000000e+001  4.1000000e+001  1.3100000e+002  1.0000000e+000
  5.3367093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  2.3000000e+001  1.2600000e+002  1.0000000e+000
  5.7787093e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.2000000e+001  1.2000000e+001  3.2000000e+001  1.0700000e+002  1.0000000e+000
  6.8684923e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  0.0000000e+000  1.2000000e+001  4.5000000e+001  1.0800000e+002  1.0000000e+000
  5.8468528e+000  1.5000000e+001  1.7000000e+001  3.8000000e+001  8.0000000e+000  8.0000000e+000  4.9000000e+001  9.2000000e+001  0.0000000e+000
  6.6128564e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  1.0800000e+002  1.0000000e+000
  5.9014923e+000  1.6000000e+001  1.2000000e+001  3.4000000e+001  8.0000000e+000  1.2000000e+001  4.6000000e+001  1.1500000e+002  1.0000000e+000
  5.8477093e+000  1.4000000e+001  1.5000000e+001  3.5000000e+001  1.2000000e+001  1.2000000e+001  4.4000000e+001  1.1100000e+002  1.0000000e+000
  6.3577093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  4.7000000e+001  1.1500000e+002  1.0000000e+000
  5.2987093e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  6.0000000e+000  1.1000000e+001  3.1000000e+001  1.0100000e+002  1.0000000e+000
  6.5398528e+000  1.8000000e+001  1.3000000e+001  3.7000000e+001  1.3000000e+001  1.2000000e+001  4.8000000e+001  1.1400000e+002  1.0000000e+000
  5.6711630e+000  1.8000000e+001  6.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  1.1600000e+002  1.0000000e+000
  5.8647093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  1.2000000e+001  4.1000000e+001  9.0000000e+001  1.0000000e+000
  6.1344923e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.7000000e+001  1.4000000e+001  3.3000000e+001  1.2500000e+002  1.0000000e+000
  6.1837093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.0000000e+001  1.2000000e+001  2.6000000e+001  9.8000000e+001  1.0000000e+000
  6.4224160e+000  1.5000000e+001  8.0000000e+000  2.9000000e+001  0.0000000e+000  1.0000000e+001  4.2000000e+001  1.1100000e+002  1.0000000e+000
  6.7850308e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  0.0000000e+000  1.2000000e+001  3.8000000e+001  1.0900000e+002  1.0000000e+000
  6.8681744e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  3.6000000e+001  1.2400000e+002  1.0000000e+000
  5.9917093e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  1.4000000e+001  8.0000000e+000  3.5000000e+001  1.2100000e+002  1.0000000e+000
  5.8690308e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  0.0000000e+000  1.0000000e+001  3.7000000e+001  1.0300000e+002  1.0000000e+000
  6.5217093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  1.2000000e+001  1.9000000e+001  9.6000000e+001  1.0000000e+000
  6.5217093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  8.0000000e+000  1.2000000e+001  4.0000000e+001  1.0000000e+002  1.0000000e+000
  6.1980308e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  1.2000000e+001  0.0000000e+000  3.0000000e+001  1.0400000e+002  1.0000000e+000
  6.0927093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  1.2000000e+001  1.1000000e+001  3.8000000e+001  1.1200000e+002  1.0000000e+000
  5.5217093e+000  1.1000000e+001  1.4000000e+001  3.1000000e+001  1.2000000e+001  1.2000000e+001  2.4000000e+001  7.3000000e+001  1.0000000e+000
  5.8858528e+000  1.3000000e+001  1.0000000e+001  2.9000000e+001  1.1000000e+001  1.1000000e+001  3.9000000e+001  1.0100000e+002  1.0000000e+000
  5.8347093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  4.4000000e+001  9.9000000e+001  1.0000000e+000
  6.2147093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.2000000e+001  1.2000000e+001  2.3000000e+001  9.5000000e+001  1.0000000e+000
  6.1137093e+000  1.8000000e+001  1.4000000e+001  3.8000000e+001  1.5000000e+001  1.8000000e+001  4.0000000e+001  1.0900000e+002  1.0000000e+000
  5.8857093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.3000000e+001  1.3000000e+001  3.5000000e+001  1.1000000e+002  1.0000000e+000
  6.8688528e+000  1.7000000e+001  1.5000000e+001  3.8000000e+001  0.0000000e+000  4.0000000e+000  4.9000000e+001  9.8000000e+001  1.0000000e+000
  5.9527093e+000  1.5000000e+001  1.6000000e+001  3.7000000e+001  1.6000000e+001  1.2000000e+001  4.6000000e+001  1.1200000e+002  1.0000000e+000
  6.8020308e+000  1.1000000e+001  2.1000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  3.7000000e+001  6.4000000e+001  0.0000000e+000
  6.7631630e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  8.0000000e+000  1.1000000e+001  2.8000000e+001  9.0000000e+001  1.0000000e+000
  6.0474923e+000  1.4000000e+001  1.6000000e+001  3.6000000e+001  1.0000000e+001  1.2000000e+001  4.6000000e+001  1.0200000e+002  1.0000000e+000
  5.8857093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.9000000e+001  1.1900000e+002  1.0000000e+000
  5.9610194e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.0000000e+001  8.0000000e+000  3.4000000e+001  9.6000000e+001  1.0000000e+000
  6.6454923e+000  1.8000000e+001  1.4000000e+001  3.8000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  1.1800000e+002  1.0000000e+000
  6.3404923e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  8.0000000e+000  9.0000000e+000  3.9000000e+001  7.9000000e+001  1.0000000e+000
  5.7047093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  8.0000000e+000  1.0000000e+001  4.2000000e+001  9.6000000e+001  1.0000000e+000
  6.3068528e+000  1.1000000e+001  1.1000000e+001  2.8000000e+001  1.1000000e+001  1.2000000e+001  2.7000000e+001  8.0000000e+001  1.0000000e+000
  6.1750308e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  0.0000000e+000  1.2000000e+001  3.6000000e+001  1.3700000e+002  1.0000000e+000
  6.1347093e+000  1.5000000e+001  1.3000000e+001  3.4000000e+001  9.0000000e+000  1.2000000e+001  4.2000000e+001  1.1600000e+002  1.0000000e+000
  6.0640299e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  8.0000000e+000  1.2000000e+001  3.1000000e+001  6.9000000e+001  1.0000000e+000
  6.2147093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  2.0000000e+000  6.0000000e+000  3.6000000e+001  7.8000000e+001  1.0000000e+000
  6.3232171e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  8.0000000e+000  8.0000000e+000  4.1000000e+001  9.9000000e+001  1.0000000e+000
  5.7896667e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.2000000e+001  1.6000000e+001  3.3000000e+001  9.2000000e+001  1.0000000e+000
  5.7035657e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.2000000e+001  1.6000000e+001  2.3000000e+001  1.1300000e+002  1.0000000e+000
  6.1138528e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  0.0000000e+000  1.2000000e+001  2.9000000e+001  9.8000000e+001  1.0000000e+000
  5.9724923e+000  1.5000000e+001  8.0000000e+000  2.9000000e+001  1.8000000e+001  1.2000000e+001  3.0000000e+001  1.1500000e+002  1.0000000e+000
  6.1737093e+000  9.0000000e+000  1.9000000e+001  3.4000000e+001  8.0000000e+000  0.0000000e+000  2.6000000e+001  9.6000000e+001  1.0000000e+000
  6.2237093e+000  1.7000000e+001  1.2000000e+001  3.5000000e+001  8.0000000e+000  6.0000000e+000  4.1000000e+001  1.1700000e+002  1.0000000e+000
  5.9397093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  2.0000000e+000  8.0000000e+000  3.8000000e+001  9.6000000e+001  1.0000000e+000
  4.0558528e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.1000000e+001  1.0000000e+001  4.6000000e+001  1.0800000e+002  1.0000000e+000
  5.5957093e+000  1.7000000e+001  8.0000000e+000  3.1000000e+001  1.2000000e+001  1.6000000e+001  3.4000000e+001  9.2000000e+001  1.0000000e+000
  6.1894923e+000  1.5000000e+001  1.6000000e+001  3.7000000e+001  1.6000000e+001  1.6000000e+001  3.8000000e+001  9.5000000e+001  1.0000000e+000
  6.0477093e+000  1.4000000e+001  1.4000000e+001  3.4000000e+001  9.0000000e+000  1.5000000e+001  4.0000000e+001  9.4000000e+001  1.0000000e+000
  5.7687093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  8.0000000e+000  7.0000000e+000  3.8000000e+001  1.1500000e+002  1.0000000e+000
  4.9957093e+000  1.8000000e+001  7.0000000e+000  3.1000000e+001  0.0000000e+000  0.0000000e+000  3.6000000e+001  1.1700000e+002  1.0000000e+000
  6.6457093e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  0.0000000e+000  1.2000000e+001  4.2000000e+001  1.0500000e+002  1.0000000e+000
  5.8347093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  6.0000000e+000  7.0000000e+000  3.6000000e+001  1.0900000e+002  1.0000000e+000
  5.8457093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.2000000e+001  1.2000000e+001  3.8000000e+001  8.7000000e+001  1.0000000e+000
  6.1750194e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  1.3000000e+001  1.3000000e+001  3.4000000e+001  1.1000000e+002  1.0000000e+000
  6.0157093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.0000000e+001  3.0000000e+001  1.1000000e+002  1.0000000e+000
  5.6951779e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  1.7000000e+001  3.2000000e+001  1.0900000e+002  1.0000000e+000
  5.5957093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.2000000e+001  1.2000000e+001  2.1000000e+001  8.5000000e+001  1.0000000e+000
  5.7687093e+000  1.4000000e+001  1.7000000e+001  3.7000000e+001  1.2000000e+001  1.0000000e+001  4.2000000e+001  1.0500000e+002  1.0000000e+000
  6.1350194e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.2000000e+001  1.0000000e+001  3.9000000e+001  1.2200000e+002  1.0000000e+000
  5.8687093e+000  1.7000000e+001  1.2000000e+001  3.5000000e+001  9.0000000e+000  1.4000000e+001  4.0000000e+001  1.0800000e+002  1.0000000e+000
  5.7687093e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  8.0000000e+000  1.2000000e+001  3.8000000e+001  1.2200000e+002  1.0000000e+000
  6.1737093e+000  1.7000000e+001  9.0000000e+000  3.2000000e+001  8.0000000e+000  8.0000000e+000  3.2000000e+001  7.9000000e+001  1.0000000e+000
  5.5817093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.0500000e+002  1.0000000e+000
  6.2144923e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  4.7000000e+001  9.0000000e+001  1.0000000e+000
  5.9010299e+000  1.6000000e+001  1.2000000e+001  3.4000000e+001  0.0000000e+000  0.0000000e+000  3.8000000e+001  1.1100000e+002  1.0000000e+000
  5.9917093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.2000000e+001  8.0000000e+000  4.2000000e+001  1.1000000e+002  1.0000000e+000
  5.8577093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.4000000e+001  1.4000000e+001  3.2000000e+001  9.2000000e+001  1.0000000e+000
  6.1757093e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.2000000e+001  1.2000000e+001  3.2000000e+001  1.3100000e+002  1.0000000e+000
  5.5857093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  1.2000000e+001  3.2000000e+001  1.0400000e+002  1.0000000e+000
  5.9117093e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  7.0000000e+000  1.2000000e+001  3.9000000e+001  1.1000000e+002  1.0000000e+000
  5.7527093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  3.0000000e+000  1.0000000e+001  2.0000000e+001  9.9000000e+001  1.0000000e+000
  5.9397093e+000  1.0000000e+001  2.2000000e+001  3.8000000e+001  6.0000000e+000  0.0000000e+000  3.1000000e+001  8.6000000e+001  1.0000000e+000
  6.3577093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  4.2000000e+001  1.0500000e+002  1.0000000e+000
  5.8477093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  0.0000000e+000  6.0000000e+000  2.6000000e+001  8.5000000e+001  0.0000000e+000
  5.5217093e+000  9.0000000e+000  1.9000000e+001  3.4000000e+001  0.0000000e+000  4.0000000e+000  3.4000000e+001  7.2000000e+001  1.0000000e+000
  5.6057093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  7.0000000e+000  6.0000000e+000  3.5000000e+001  8.6000000e+001  1.0000000e+000
  5.6247093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  8.0000000e+000  1.2000000e+001  3.8000000e+001  6.8000000e+001  1.0000000e+000
  5.7523488e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  6.0000000e+000  2.2000000e+001  9.5000000e+001  0.0000000e+000
  6.8277093e+000  1.7000000e+001  1.5000000e+001  3.8000000e+001  1.3000000e+001  1.2000000e+001  4.2000000e+001  1.1600000e+002  1.0000000e+000
  6.2884923e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  6.0000000e+000  1.0000000e+001  4.5000000e+001  9.6000000e+001  1.0000000e+000
  5.5834160e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  8.0000000e+000  2.0000000e+000  3.6000000e+001  8.5000000e+001  0.0000000e+000
  5.6647093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  4.0000000e+000  1.2000000e+001  3.2000000e+001  1.0000000e+002  1.0000000e+000
  6.3967093e+000  1.3000000e+001  1.3000000e+001  3.2000000e+001  8.0000000e+000  1.2000000e+001  3.8000000e+001  1.0100000e+002  1.0000000e+000
  6.2638528e+000  1.5000000e+001  1.0000000e+001  3.1000000e+001  9.0000000e+000  1.6000000e+001  3.1000000e+001  9.7000000e+001  0.0000000e+000
  5.9520308e+000  1.4000000e+001  9.0000000e+000  2.9000000e+001  0.0000000e+000  0.0000000e+000  3.0000000e+001  1.0000000e+002  0.0000000e+000
  4.9913240e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  0.0000000e+000  3.9000000e+001  9.6000000e+001  0.0000000e+000
  5.9485657e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.9000000e+001  1.1700000e+002  1.0000000e+000
  5.3681630e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.3000000e+001  1.6000000e+001  3.8000000e+001  9.3000000e+001  1.0000000e+000
  5.7683488e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.2000000e+001  9.0000000e+000  3.7000000e+001  1.1600000e+002  1.0000000e+000
  6.0134160e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  9.0000000e+000  1.2000000e+001  4.2000000e+001  1.0600000e+002  1.0000000e+000
  6.1107093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  1.4000000e+001  4.5000000e+001  9.8000000e+001  1.0000000e+000
  5.9268528e+000  1.5000000e+001  1.6000000e+001  3.7000000e+001  9.0000000e+000  1.2000000e+001  3.6000000e+001  1.0300000e+002  1.0000000e+000
  5.8347093e+000  1.4000000e+001  1.3000000e+001  3.3000000e+001  1.2000000e+001  0.0000000e+000  4.1000000e+001  1.1800000e+002  1.0000000e+000
  5.3467093e+000  1.3000000e+001  1.2000000e+001  3.1000000e+001  1.2000000e+001  1.0000000e+001  2.2000000e+001  1.0000000e+002  1.0000000e+000
  6.3908139e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  1.0000000e+001  3.9000000e+001  9.6000000e+001  1.0000000e+000
  5.3997093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  9.0000000e+000  8.0000000e+000  2.2000000e+001  6.7000000e+001  0.0000000e+000
  5.8410299e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.0000000e+001  1.0000000e+001  2.7000000e+001  9.6000000e+001  1.0000000e+000
  6.5398528e+000  1.3000000e+001  1.2000000e+001  3.1000000e+001  1.4000000e+001  1.3000000e+001  4.2000000e+001  1.0400000e+002  1.0000000e+000
  4.8480272e+000  1.7000000e+001  1.3000000e+001  3.6000000e+001  1.2000000e+001  1.4000000e+001  3.4000000e+001  1.0600000e+002  1.0000000e+000
  5.6178139e+000  1.1000000e+001  1.6000000e+001  3.3000000e+001  1.0000000e+001  2.0000000e+000  3.4000000e+001  6.2000000e+001  0.0000000e+000
  4.7745657e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  4.0000000e+000  3.0000000e+000  3.1000000e+001  7.3000000e+001  0.0000000e+000
  5.4737093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  8.0000000e+000  2.0000000e+000  2.6000000e+001  6.2000000e+001  0.0000000e+000
  5.0807093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.0000000e+001  0.0000000e+000  2.8000000e+001  7.6000000e+001  0.0000000e+000
  5.1187093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.0000000e+001  9.0000000e+000  2.6000000e+001  7.6000000e+001  0.0000000e+000
  6.1167093e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  0.0000000e+000  1.2000000e+001  4.4000000e+001  1.0600000e+002  1.0000000e+000
  5.6077093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.0000000e+001  9.0000000e+000  2.4000000e+001  9.4000000e+001  1.0000000e+000
  5.9397093e+000  1.1000000e+001  1.8000000e+001  3.5000000e+001  6.0000000e+000  1.0000000e+001  2.9000000e+001  8.1000000e+001  1.0000000e+000
  5.4807093e+000  1.0000000e+001  2.0000000e+001  3.6000000e+001  6.0000000e+000  5.0000000e+000  1.5000000e+001  8.7000000e+001  1.0000000e+000
  5.5777093e+000  1.3000000e+001  1.0000000e+001  2.9000000e+001  5.0000000e+000  0.0000000e+000  2.5000000e+001  9.6000000e+001  1.0000000e+000
  5.9137093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  0.0000000e+000  6.0000000e+000  2.7000000e+001  7.5000000e+001  1.0000000e+000
